PERMNO,TICKER,COMNAM,date
92360,BWX,SPDR SERIES TRUST,2023-12-29
14443,VUSE,E T F SERIES SOLUTIONS,2023-12-29
16660,EEX,EMERALD HOLDING INC,2023-12-29
12902,HDG,PROSHARES TRUST,2023-12-29
81132,STM,STMICROELECTRONICS NV,2023-12-29
21892,PRCT,PROCEPT BIOROBOTICS CORP,2023-12-29
20337,YQ,17 EDUCATION & TECH GROUP INC,2023-12-29
21520,BON,BON NATURAL LIFE LTD,2023-12-29
77239,CDP,C O P T DEFENSE PROPERTIES,2023-12-29
20107,VIV,TELEFONICA BRASIL S A,2023-12-29
16681,FBRX,FORTE BIOSCIENCES INC,2023-12-29
20357,IONQ,IONQ INC,2023-12-29
21301,GLBE,GLOBAL E ONLINE LTD,2023-12-29
22981,DFEV,DIMENSIONAL E T F TRUST,2023-12-29
88664,JKHY,HENRY JACK & ASSOC INC,2023-12-29
22097,OZ,BELPOINTE PREP LLC,2023-12-29
18895,CFB,CROSSFIRST BANKSHARES INC,2023-12-29
76230,TRMB,TRIMBLE INC,2023-12-29
45356,JCI,JOHNSON CONTROLS INTL PLC,2023-12-29
21884,TRON,CORNER GROWTH ACQUISITION CORP 2,2023-12-29
52231,SLNH,SOLUNA HOLDINGS INC,2023-12-29
55984,IHT,INNSUITES HOSPITALITY TRUST,2023-12-29
16702,CSML,INDEXIQ E T F TRUST,2023-12-29
15986,GSJY,GOLDMAN SACHS E T F TRUST,2023-12-29
16703,FMAO,FARMERS & MERCHANTS BANCORP INC,2023-12-29
16705,GTHX,G1 THERAPEUTICS INC,2023-12-29
91103,UAL,UNITED AIRLINES HOLDINGS INC,2023-12-29
92397,BKF,ISHARES INC,2023-12-29
14419,MYMD,MYMD PHARMACEUTICALS INC,2023-12-29
47626,CNA,C N A FINANCIAL CORP,2023-12-29
23198,SVRE,SAVERONE 2014 LTD,2023-12-29
15985,GSEU,GOLDMAN SACHS E T F TRUST,2023-12-29
92939,EMIF,ISHARES TRUST,2023-12-29
89297,CCOI,COGENT COMMUNICATIONS HLDS INC,2023-12-29
77131,VKQ,INVESCO MUNICIPAL TRUST,2023-12-29
22980,DFEM,DIMENSIONAL E T F TRUST,2023-12-29
20101,OWLT,OWLET INC,2023-12-29
91106,BTA,BLACKROCK LONG TERM MUNI ADV TR,2023-12-29
21528,CYT,CYTEIR THERAPEUTICS INC,2023-12-29
19310,CALB,CALIFORNIA BANCORP,2023-12-29
23583,IMSI,INVESCO ACTIVELY MANAGED ETF TR,2023-12-29
20354,DOMA,DOMA HOLDINGS INC,2023-12-29
86228,RSG,REPUBLIC SERVICES INC,2023-12-29
16699,ARGX,ARGENX SE,2023-12-29
12886,GRFS,GRIFOLS S A,2023-12-29
81165,MIND,MIND TECHNOLOGY INC,2023-12-29
18897,JFU,9F INC,2023-12-29
23732,QYLE,GLOBAL X FUNDS,2023-12-29
14423,EIGR,EIGER BIOPHARMACEUTICALS INC,2023-12-29
92834,AOA,ISHARES TRUST,2023-12-29
23196,PSNYW,POLESTAR AUTOMOTIVE HLDG UK PLC,2023-12-29
14422,CARA,CARA THERAPEUTICS INC,2023-12-29
14406,ESI,ELEMENT SOLUTIONS INC,2023-12-29
19309,BWMX,BETTERWARE DE MEXICO SAPI DE CV,2023-12-29
92110,CHW,CALAMOS GLOBAL DYNAMIC INCOME FD,2023-12-29
77129,KIM,KIMCO REALTY CORP,2023-12-29
22982,DEHP,DIMENSIONAL E T F TRUST,2023-12-29
24050,QIS,SIMPLIFY EXCHANGE TRADED FUNDS,2023-12-29
23197,RENE,CARTESIAN GROWTH CORP II,2023-12-29
16701,CACG,LEGG MASON ETF INVESTMENT TR,2023-12-29
83656,AVDL,AVADEL PHARMACEUTICALS PLC,2023-12-29
89290,SYNA,SYNAPTICS INC,2023-12-29
18896,INMD,INMODE LTD,2023-12-29
11292,ICCC,IMMUCELL CORP,2023-12-29
23733,SETM,SPROTT FUNDS TRUST,2023-12-29
71722,CMU,M F S HIGH YIELD MUNICIPAL TRUST,2023-12-29
80336,LARK,LANDMARK BANCORP INC,2023-12-29
58318,TEX,TEREX CORP NEW,2023-12-29
86223,EPD,ENTERPRISE PRODUCTS PARTNERS LP,2023-12-29
22098,BXSL,BLACKSTONE SECURED LENDING FUND,2023-12-29
21883,THCP,THUNDER BRIDGE CAP PRTNR IV INC,2023-12-29
92398,AIA,ISHARES TRUST,2023-12-29
16711,URGN,UROGEN PHARMA LTD,2023-12-29
91090,CROX,CROCS INC,2023-12-29
15981,GAMR,E T F MANAGERS TRUST,2023-12-29
83671,TBI,TRUEBLUE INC,2023-12-29
86222,DHY,CREDIT SUISSE HIGH YIELD BOND FD,2023-12-29
77152,MYD,BLACKROCK MUNIYIELD FUND INC,2023-12-29
22977,EE,EXCELERATE ENERGY INC,2023-12-29
86929,AUDC,AUDIOCODES LTD,2023-12-29
20099,SDHY,P G I M SHORT DUR HGH YLD OPP FD,2023-12-29
23735,UNIY,WISDOMTREE TRUST,2023-12-29
18889,UAUG,INNOVATOR E T F S TRUST,2023-12-29
14404,LDUR,PIMCO E T F TRUST,2023-12-29
21298,GAMC,GOLDEN ARROW MERGER CORP,2023-12-29
22100,CNDA,CONCORD ACQUISITION CORP II,2023-12-29
18888,ECLN,FIRST TRUST E T F IV,2023-12-29
14778,TSQ,TOWNSQUARE MEDIA INC,2023-12-29
92108,BX,BLACKSTONE INC,2023-12-29
16712,VERI,VERITONE INC,2023-12-29
19313,ELVN,ENLIVEN THERAPEUTICS INC,2023-12-29
14401,OGS,ONE GAS INC,2023-12-29
12316,VTHR,VANGUARD SCOTTSDALE FUNDS,2023-12-29
23200,YOTA,YOTTA ACQUISITION CORP,2023-12-29
76226,PARA,PARAMOUNT GLOBAL,2023-12-29
16713,YLDE,LEGG MASON ETF INVESTMENT TR,2023-12-29
89301,GME,GAMESTOP CORP NEW,2023-12-29
18898,KRUS,KURA SUSHI USA INC,2023-12-29
22099,CION,C I O N INVESTMENT CORP,2023-12-29
16710,SGH,SMART GLOBAL HOLDINGS INC,2023-12-29
18894,BCDA,BIOCARDIA INC,2023-12-29
24100,SEZL,SEZZLE INC,2023-12-29
12885,FDUS,FIDUS INVESTMENT CORP,2023-12-29
24969,AVA,AVISTA CORP,2023-12-29
21529,DIBS,1STDIBS COM INC,2023-12-29
18891,BAUG,INNOVATOR E T F S TRUST,2023-12-29
83208,EWA,ISHARES INC,2023-12-29
80329,FLEX,FLEX LTD,2023-12-29
13030,UVXY,PROSHARES TRUST II,2023-12-29
62228,FEIM,FREQUENCY ELECTRONICS INC,2023-12-29
16706,LRGE,LEGG MASON ETF INVESTMENT TR,2023-12-29
19312,UWMC,U W M HOLDINGS CORP,2023-12-29
15984,IVES,E T F MANAGERS TRUST,2023-12-29
16709,OVID,OVID THERAPEUTICS INC,2023-12-29
14777,THQ,ABRDN HEALTHCARE OPPS FD,2023-12-29
23582,ISDB,INVESCO ACTIVELY MANAGED ETF TR,2023-12-29
20358,FOXO,FOXO TECHNOLOGIES INC,2023-12-29
13350,TMQ,TRILOGY METALS INC,2023-12-29
89298,RQI,COHEN & STEERS QLTY INCOME RLTY,2023-12-29
18890,PAUG,INNOVATOR E T F S TRUST,2023-12-29
81182,CPHC,CANTERBURY PARK HOLDING CORP,2023-12-29
88661,TPR,TAPESTRY INC,2023-12-29
23734,TORO,TORO CORP,2023-12-29
33532,ESCA,ESCALADE INC,2023-12-29
23199,TOP,TOP FINANCIAL GROUP LTD,2023-12-29
20359,CLDL,DIREXION SHARES E T F TRUST,2023-12-29
91095,LQDT,LIQUIDITY SERVICES INC,2023-12-29
22096,ARIS,ARIS WATER SOLUTIONS INC,2023-12-29
14776,SYF,SYNCHRONY FINANCIAL,2023-12-29
91468,ICFI,I C F INTERNATIONAL INC NEW,2023-12-29
22987,INQQ,EXCHANGE TRADED CONCEPTS TR,2023-12-29
20348,JANT,A I M E T F PRODUCTS TRUST,2023-12-29
23729,LSDI,LUCY SCIENTIFIC DISCOVERY INC,2023-12-29
14431,GLYC,GLYCOMIMETICS INC,2023-12-29
91119,ACR,ACRES COMMERCIAL REALTY CORP,2023-12-29
86242,BELFB,BEL FUSE INC,2023-12-29
81134,CYD,CHINA YUCHAI INTERNATIONAL LTD,2023-12-29
21887,ROI,RISKON INTERNATIONAL INC,2023-12-29
91461,WU,WESTERN UNION CO,2023-12-29
12314,VONG,VANGUARD SCOTTSDALE FUNDS,2023-12-29
15998,LSXMA,LIBERTY MEDIA CORP 3RD NEW,2023-12-29
89282,AFB,ALLIANCEBERNSTEIN NAT MUN INC FD,2023-12-29
77120,HMN,HORACE MANN EDUCATORS CORP NEW,2023-12-29
71810,DNP,D N P SELECT INCOME FD INC,2023-12-29
24189,CGBL,CAPITAL GR CORE BALANCED E T F,2023-12-29
88678,SPTM,SPDR SERIES TRUST,2023-12-29
22092,KD,KYNDRYL HOLDINGS INC,2023-12-29
18904,VMD,VIEMED HEALTHCARE INC,2023-12-29
14428,FTQI,FIRST TRUST E T F VI,2023-12-29
21886,WKSP,WORKSPORT LTD,2023-12-29
33452,ERIC,ERICSSON,2023-12-29
61567,HXL,HEXCEL CORP NEW,2023-12-29
20349,JANW,A I M E T F PRODUCTS TRUST,2023-12-29
14771,CNXT,VANECK E T F TRUST,2023-12-29
92111,TIPT,TIPTREE INC,2023-12-29
16691,KREF,K K R REAL ESTATE FINANCE TR INC,2023-12-29
14770,REET,ISHARES TRUST,2023-12-29
22986,CAPE,DOUBLELINE E T F TRUST,2023-12-29
20105,DFND,SIREN E T F TRUST,2023-12-29
80343,NNBR,N N INC,2023-12-29
18910,NVST,ENVISTA HOLDINGS CORP,2023-12-29
16684,VRNA,VERONA PHARMA PLC,2023-12-29
22988,FSLD,FIDELITY MERRIMACK STREET TRUST,2023-12-29
13348,ANGL,VANECK E T F TRUST,2023-12-29
19293,PMAR,INNOVATOR E T F S TRUST,2023-12-29
88683,WIT,WIPRO LTD,2023-12-29
93013,BUD,ANHEUSER BUSCH INBEV SA NV,2023-12-29
92118,CIG,COMPANHIA ENERGETICA DE MINAS GC,2023-12-29
22088,FLNC,FLUENCE ENERGY INC,2023-12-29
91122,XSD,SPDR SERIES TRUST,2023-12-29
12895,DPG,DUFF & PHELPS UTIL AND INF FD I,2023-12-29
23728,LITP,SPROTT FUNDS TRUST,2023-12-29
21526,CPOP,POP CULTURE GROUP CO LTD,2023-12-29
23585,WUGI,INVESTMENT MANAGERS SERIES TR II,2023-12-29
18909,NET,CLOUDFLARE INC,2023-12-29
20347,SHLS,SHOALS TECHNOLOGIES GROUP INC,2023-12-29
83642,CNOB,CONNECTONE BANCORP INC NEW,2023-12-29
21313,LCA,LANDCADIA HOLDINGS IV INC,2023-12-29
23193,PEV,PHOENIX MOTOR INC,2023-12-29
76266,PRK,PARK NATIONAL CORP,2023-12-29
16685,VSDA,VICTORY PORTFOLIOS II,2023-12-29
19294,BMAR,INNOVATOR E T F S TRUST,2023-12-29
22089,DTC,SOLO BRANDS INC,2023-12-29
18908,TXG,10X GENOMICS INC,2023-12-29
92385,CIM,CHIMERA INVESTMENT CORP,2023-12-29
16689,BTU,PEABODY ENERGY CORP NEW,2023-12-29
89279,UNB,UNION BANKSHARES INC,2023-12-29
24167,CSMD,PROFESSIONALLY MANAGED PORTFOLIO,2023-12-29
59010,GPS,GAP INC,2023-12-29
18903,VERY,VERICITY INC,2023-12-29
12065,SCHP,SCHWAB STRATEGIC TRUST,2023-12-29
77124,DTF,D T F TAX FREE IN 2028 TM FD INC,2023-12-29
22985,DNBD,DOUBLELINE E T F TRUST,2023-12-29
92907,TYD,DIREXION SHARES E T F TRUST,2023-12-29
91112,PAC,GRUPO AEROPORTUARIO DEL PAC SAB,2023-12-29
10866,CAL,CALERES INC,2023-12-29
14773,PARR,PAR PACIFIC HOLDINGS INC,2023-12-29
23584,HIYS,INVESCO ACTIVELY MANAGED ETF TR,2023-12-29
89286,VXF,VANGUARD INDEX FUNDS,2023-12-29
24083,WRNT,WARRANTEE INC,2023-12-29
22095,SIXO,A I M E T F PRODUCTS TRUST,2023-12-29
18899,NEPH,NEPHROS INC,2023-12-29
75082,NUV,NUVEEN MUNICIPAL VALUE FUND,2023-12-29
24166,CAML,PROFESSIONALLY MANAGED PORTFOLIO,2023-12-29
88673,BRFS,B R F S A,2023-12-29
12315,VONV,VANGUARD SCOTTSDALE FUNDS,2023-12-29
20353,ISWN,AMPLIFY ETF TRUST,2023-12-29
21308,IPW,IPOWER INC,2023-12-29
16697,WOW,WIDEOPENWEST INC,2023-12-29
86916,UONE,URBAN ONE INC,2023-12-29
23731,NFTG,NFT GAMING COMPANY INC,2023-12-29
16698,APPN,APPIAN CORP,2023-12-29
91111,ET,ENERGY TRANSFER L P,2023-12-29
93260,UDOW,PROSHARES TRUST,2023-12-29
21527,CVRX,CVRX INC,2023-12-29
92396,ECH,ISHARES INC,2023-12-29
19300,RFM,RIVERNORTH FLEXIBLE MUNI INC FD,2023-12-29
20104,LEAD,SIREN E T F TRUST,2023-12-29
92836,AOM,ISHARES TRUST,2023-12-29
23730,MLYS,MINERALYS THERAPEUTICS INC,2023-12-29
16692,IR,INGERSOLL RAND INC,2023-12-29
23194,PGY,PAGAYA TECHNOLOGIES LTD,2023-12-29
91114,KOP,KOPPERS HOLDINGS INC,2023-12-29
12890,THTX,THERATECHNOLOGIES INC,2023-12-29
20352,LVOL,AMERICAN CENTURY E T F TRUST,2023-12-29
92390,FGD,FIRST TRUST E T F II,2023-12-29
86233,LEU,CENTRUS ENERGY CORP,2023-12-29
91463,CVLT,COMMVAULT SYSTEMS INC,2023-12-29
15995,SENS,SENSEONICS HOLDINGS INC,2023-12-29
89284,BCH,BANCO DE CHILE,2023-12-29
24056,FBY,TIDAL TRUST II,2023-12-29
14427,FTHI,FIRST TRUST E T F VI,2023-12-29
14424,AKTX,AKARI THERAPEUTICS PLC,2023-12-29
13760,NCLH,NORWEGIAN CRUISE LINE HLDGS LTD,2023-12-29
19299,LRNZ,LISTED FUNDS TRUST,2023-12-29
13817,NML,NEUBERGER BERMAN EN INF & INC FD,2023-12-29
23195,PSNY,POLESTAR AUTOMOTIVE HLDG UK PLC,2023-12-29
18902,SNDL,SNDL INC,2023-12-29
15994,SHE,SPDR SERIES TRUST,2023-12-29
83209,EWO,ISHARES INC,2023-12-29
83651,CASI,CASI PHARMACEUTICALS INC CYM,2023-12-29
21309,JZXN,JIUZI HOLDINGS INC,2023-12-29
16693,JHG,JANUS HENDERSON GROUP PLC,2023-12-29
76261,EXPO,EXPONENT INC,2023-12-29
18901,BTOG,BIT ORIGIN LTD,2023-12-29
16696,CARS,CARS COM INC,2023-12-29
80341,MPAA,MOTORCAR PARTS OF AMERICA INC,2023-12-29
22944,IBHH,ISHARES TRUST,2023-12-29
19338,SKLZ,SKILLZ INC,2023-12-29
88608,SLYV,SPDR SERIES TRUST,2023-12-29
12049,GORO,GOLD RESOURCE CORP,2023-12-29
24634,ABCS,E A SERIES TRUST,2023-12-29
24633,ECO,OKEANIS ECO TANKERS CORP,2023-12-29
16921,ANGI,ANGI INC,2023-12-29
80128,VMI,VALMONT INDUSTRIES INC,2023-12-29
87034,LII,LENNOX INTERNATIONAL INC,2023-12-29
20057,VTRS,VIATRIS INC,2023-12-29
83840,AIMD,AINOS INC,2023-12-29
77393,LCTX,LINEAGE CELL THERAPEUTICS INC,2023-12-29
90949,FBIZ,FIRST BUSINESS FINL SVCS INC,2023-12-29
24632,DEC,DIVERSIFIED ENERGY CO PLC,2023-12-29
23234,,NANO LABS LTD,2023-12-29
15854,EDSA,EDESA BIOTECH INC,2023-12-29
24631,ZKH,Z K H GROUP LTD,2023-12-29
18729,CL,COLGATE PALMOLIVE CO,2023-12-29
22903,LATG,CHENGHE ACQUISITION I CO,2023-12-29
20439,MSGM,MOTORSPORT GAMES INC,2023-12-29
21252,NTSE,WISDOMTREE TRUST,2023-12-29
75157,LEO,B N Y MELLON STRATEGIC MUNI INC,2023-12-29
23559,TUA,SIMPLIFY EXCHANGE TRADED FUNDS,2023-12-29
92818,SPXL,DIREXION SHARES E T F TRUST,2023-12-29
88526,CRNT,CERAGON NETWORKS LTD,2023-12-29
89459,BLE,BLACKROCK MUNICIPAL INCOME TR II,2023-12-29
24630,OILT,TEXAS CAPITAL FUNDS TRUST,2023-12-29
24629,SPWO,S P FUNDS TRUST,2023-12-29
91547,LDOS,LEIDOS HOLDINGS INC,2023-12-29
18735,GO,GROCERY OUTLET HOLDING CORP,2023-12-29
22159,TDCX,T D C X INC,2023-12-29
20438,MNTK,MONTAUK RENEWABLES INC,2023-12-29
89455,RUSHA,RUSH ENTERPRISES INC,2023-12-29
83120,CMCO,COLUMBUS MCKINNON CORP NY,2023-12-29
20437,LEXX,LEXARIA BIOSCIENCE CORP,2023-12-29
86048,HCKT,HACKETT GROUP INC,2023-12-29
18739,BSTZ,BLACKROCK SCIENCE & TECH TM TR,2023-12-29
44601,AVY,AVERY DENNISON CORP,2023-12-29
47730,ABM,A B M INDUSTRIES INC,2023-12-29
24642,CA,D B X ETF TRUST,2023-12-29
19376,GSEE,GOLDMAN SACHS E T F TRUST,2023-12-29
22906,LCFY,LOCAFY LTD,2023-12-29
24641,BUFC,A B ACTIVE ETFS INC,2023-12-29
10661,CYAN,CYANOTECH CORP,2023-12-29
16922,HFFG,H F FOODS GROUP INC,2023-12-29
12842,DBEF,D B X ETF TRUST,2023-12-29
92999,STWD,STARWOOD PROPERTY TRUST INC,2023-12-29
65875,VZ,VERIZON COMMUNICATIONS INC,2023-12-29
24162,FTEL,FITELL CORP,2023-12-29
24640,BRTR,BLACKROCK E T F TRUST II,2023-12-29
90950,GASS,STEALTHGAS INC,2023-12-29
24638,AUMI,THEMES E T F TRUST,2023-12-29
14844,WBIF,ABSOLUTE SHARES TRUST,2023-12-29
19379,GSID,GOLDMAN SACHS E T F TRUST,2023-12-29
21842,ELYM,ELIEM THERAPEUTICS INC,2023-12-29
24637,AIRL,THEMES E T F TRUST,2023-12-29
89456,LYTS,L S I INDUSTRIES INC,2023-12-29
16920,HBB,HAMILTON BEACH BRANDS HLDG CO,2023-12-29
81299,GCV,GABELLI CONV & INC SECS FUND INC,2023-12-29
86047,AMKR,AMKOR TECHNOLOGY INC,2023-12-29
15853,RMR,R M R GROUP INC,2023-12-29
92949,WCN,WASTE CONNECTIONS INC NEW,2023-12-29
14273,CHGG,CHEGG INC,2023-12-29
19381,PMAY,INNOVATOR E T F S TRUST,2023-12-29
93099,MNA,INDEXIQ E T F TRUST,2023-12-29
14845,WBIG,ABSOLUTE SHARES TRUST,2023-12-29
88518,APPS,DIGITAL TURBINE INC,2023-12-29
16928,KRYS,KRYSTAL BIOTECH INC,2023-12-29
90936,PPA,INVESCO E T F TRUST,2023-12-29
22900,HCMA,H C M ACQUISITION CORP,2023-12-29
92050,PODD,INSULET CORP,2023-12-29
23786,DYTA,R B B FUND INC,2023-12-29
14272,CANF,CAN FITE BIOPHARMA LTD,2023-12-29
23236,NEOV,NEOVOLTA INC,2023-12-29
80114,STCN,STEEL CONNECT INC,2023-12-29
20442,NLSP,N L S PHARMACEUTICS LTD,2023-12-29
18724,AMCR,AMCOR PLC,2023-12-29
91560,DAC,DANAOS CORP,2023-12-29
16929,NCNA,NUCANA PLC,2023-12-29
22164,MOTE,VANECK E T F TRUST,2023-12-29
18723,CLVT,CLARIVATE PLC,2023-12-29
21552,HITI,HIGH TIDE INC,2023-12-29
15848,MESO,MESOBLAST LTD,2023-12-29
83844,AWRE,AWARE INC,2023-12-29
21250,HYIN,WISDOMTREE TRUST,2023-12-29
23558,ADPV,SERIES PORTFOLIOS TRUST,2023-12-29
16931,PETZ,T D H HOLDINGS INC,2023-12-29
90935,PKB,INVESCO E T F TRUST,2023-12-29
89462,CAE,C A E INC,2023-12-29
61487,AE,ADAMS RESOURCES & ENERGY INC,2023-12-29
77415,NBTB,N B T BANCORP INC,2023-12-29
86033,HIX,WESTERN ASSET HIGH INC FD II INC,2023-12-29
24626,SING,SINGLEPOINT INC,2023-12-29
21841,DRMA,DERMATA THERAPEUTICS INC,2023-12-29
22160,RISR,TIDAL E T F TRUST,2023-12-29
18727,CHWY,CHEWY INC,2023-12-29
24625,SCAP,SERIES PORTFOLIOS TRUST,2023-12-29
16923,CELC,CELCUITY INC,2023-12-29
22902,KYCH,KEYARCH ACQUISITION CORP,2023-12-29
21251,NTSI,WISDOMTREE TRUST,2023-12-29
11369,UBSI,UNITED BANKSHARES INC,2023-12-29
13260,BCOV,BRIGHTCOVE INC,2023-12-29
12339,TAL,T A L EDUCATION GROUP,2023-12-29
23785,DIST,DISTOKEN ACQUISITION CORP,2023-12-29
24079,SXTP,60 DEGREES PHARMACEUTICALS INC,2023-12-29
70826,MFM,M F S MUNICIPAL INCOME TRUST,2023-12-29
90943,DHT,D H T HOLDINGS INC,2023-12-29
20053,SNV,SYNOVUS FINANCIAL CORP,2023-12-29
23235,NCPL,NETCAPITAL INC,2023-12-29
14274,TCS,CONTAINER STORE GROUP INC,2023-12-29
22161,TCN,TRICON RESIDENTIAL INC,2023-12-29
18726,CRWD,CROWDSTRIKE HOLDINGS INC,2023-12-29
19380,UMAY,INNOVATOR E T F S TRUST,2023-12-29
16927,FUV,ARCIMOTO INC,2023-12-29
18725,RVLV,REVOLVE GROUP INC,2023-12-29
91556,ROST,ROSS STORES INC,2023-12-29
15850,MTCH,MATCH GROUP INC NEW,2023-12-29
20441,ROVR,ROVER GROUP INC,2023-12-29
16924,DCPH,DECIPHERA PHARMACEUTICALS INC,2023-12-29
34666,LSTA,LISATA THERAPEUTICS INC,2023-12-29
92052,TTGT,TECHTARGET INC,2023-12-29
14275,ASHR,D B X ETF TRUST,2023-12-29
21844,FCUV,FOCUS UNIVERSAL INC,2023-12-29
77369,CRT,CROSS TIMBERS ROYALTY TRUST,2023-12-29
90963,AMSF,AMERISAFE INC,2023-12-29
14823,OCUL,OCULAR THERAPEUTIX INC,2023-12-29
23564,FIAX,TIDAL TRUST II,2023-12-29
18748,BJUN,INNOVATOR E T F S TRUST,2023-12-29
93098,H,HYATT HOTELS CORP,2023-12-29
22911,RVSN,RAIL VISION LTD,2023-12-29
14281,GQRE,FLEXSHARES TRUST,2023-12-29
23231,ILAG,INTELLIGENT LIVING APP GROUP INC,2023-12-29
92726,GHI,GREYSTONE HOUSING IM INV LP,2023-12-29
22152,TINT,PROSHARES TRUST,2023-12-29
81294,WDFC,WD 40 CO,2023-12-29
80168,AGM,FEDERAL AGRICULTURAL MORT CORP,2023-12-29
15860,OSG,OVERSEAS SHIPHOLDING GROUP INC,2023-12-29
16883,CSSE,CHICKEN SOUP FOR SOUL ENTMT INC,2023-12-29
88542,LTRX,LANTRONIX INC,2023-12-29
16887,EAST,EASTSIDE DISTILLING INC,2023-12-29
22910,PPYA,PAPAYA GROWTH OPP CORP I,2023-12-29
20430,HYPR,HYPERFINE INC,2023-12-29
24233,BAMY,NORTHERN LIGHTS FUND TR IV,2023-12-29
21547,GRPH,GRAPHITE BIO INC,2023-12-29
23781,BSVO,E A SERIES TRUST,2023-12-29
14280,BTCM,B I T MINING LTD,2023-12-29
14826,ENLV,ENLIVEX THERAPEUTICS LTD,2023-12-29
12338,PSLV,SPROTT PHYSICAL SILVER TRUST,2023-12-29
91544,PEZ,INVESCO E T F TRUST,2023-12-29
23563,PP,TIDAL TRUST II,2023-12-29
18749,IHAK,ISHARES TRUST,2023-12-29
10693,EHC,ENCOMPASS HEALTH CORP,2023-12-29
20063,GINN,GOLDMAN SACHS E T F TRUST,2023-12-29
93377,EIDO,ISHARES TRUST,2023-12-29
22150,BITO,PROSHARES TRUST,2023-12-29
80169,AGM,FEDERAL AGRICULTURAL MORT CORP,2023-12-29
21259,CSWC,CAPITAL SOUTHWEST CORP,2023-12-29
19372,THNQ,EXCHANGE TRADED CONCEPTS TR,2023-12-29
16874,ACEL,ACCEL ENTERTAINMENT INC,2023-12-29
22915,TETE,TECHNOLOGY & TELECOM ACQ CORP,2023-12-29
15862,GSM,FERROGLOBE PLC,2023-12-29
18751,IDNA,ISHARES TRUST,2023-12-29
13777,AMSWA,AMERICAN SOFTWARE INC,2023-12-29
13364,GAL,SSGA ACTIVE TRUST,2023-12-29
89447,CVGW,CALAVO GROWERS INC,2023-12-29
24272,ASH,ASHLAND INC 2022,2023-12-29
16877,FRGT,FREIGHT TECHNOLOGIES INC,2023-12-29
24080,TSBX,TURNSTONE BIOLOGICS CORP,2023-12-29
20062,SHC,SOTERA HEALTH CO,2023-12-29
23780,BSMW,INVESCO ET SELF INDEX FD TR,2023-12-29
71079,RVT,ROYCE VALUE TRUST INC,2023-12-29
14282,FTSD,FRANKLIN E T F TRUST,2023-12-29
22151,TINY,PROSHARES TRUST,2023-12-29
13692,SCM,STELLUS CAPITAL INVESTMENT CORP,2023-12-29
16880,DMTK,DERMTECH INC,2023-12-29
20428,GRCL,GRACELL BIOTECHNOLOGIES INC,2023-12-29
21257,VAL,VALARIS LTD,2023-12-29
19373,DMAY,FIRST TRUST E T F VIII,2023-12-29
75154,CCL,CARNIVAL CORP,2023-12-29
29612,AIT,APPLIED INDUSTRIAL TECHS INC,2023-12-29
89449,KIRK,KIRKLANDS INC,2023-12-29
83835,TD,TORONTO DOMINION BANK ONT,2023-12-29
14276,KODK,EASTMAN KODAK CO,2023-12-29
13076,BUI,BLACKROCK UTIL INFRA & PWR OP TR,2023-12-29
16903,MBIO,MUSTANG BIO INC,2023-12-29
90955,SSKN,STRATA SKIN SCIENCES INC,2023-12-29
65429,TPHS,TRINITY PLACE HOLDINGS INC,2023-12-29
92780,HCI,H C I GROUP INC,2023-12-29
23233,MGAM,MOBILE GLOBAL ESPORTS INC,2023-12-29
76119,JOF,JAPAN SMALLER CAP FUND INC,2023-12-29
22156,PINK,SIMPLIFY EXCHANGE TRADED FUNDS,2023-12-29
18742,HTEC,EXCHANGE TRADED CONCEPTS TR,2023-12-29
22908,CDT,CONDUIT PHARMACEUTICALS INC,2023-12-29
24105,CANC,TEMA E T F TRUST,2023-12-29
23783,CETY,CLEAN ENERGY TECHNOLOGIES INC,2023-12-29
18741,SNPE,D B X ETF TRUST,2023-12-29
20058,OLMA,OLEMA PHARMACEUTICALS INC,2023-12-29
15857,WVE,W A V E LIFE SCIENCES LTD,2023-12-29
13366,SPLP,STEEL PARTNERS HOLDINGS LP,2023-12-29
16905,STR,SITIO ROYALTIES CORP NEW,2023-12-29
80167,HAIN,HAIN CELESTIAL GROUP INC,2023-12-29
15856,VYGR,VOYAGER THERAPEUTICS INC,2023-12-29
93302,CREG,SMART POWERR CORP,2023-12-29
52396,SUP,SUPERIOR INDUSTRIES INTL INC,2023-12-29
55862,BMRA,BIOMERICA INC,2023-12-29
77379,THFF,FIRST FINANCIAL CORP IN,2023-12-29
14830,VIA,VIA RENEWABLES INC,2023-12-29
23784,CHSN,CHANSON INTERNATIONAL HOLDING,2023-12-29
21551,UPXI,UPEXI INC,2023-12-29
90961,WSBF,WATERSTONE FINANCIAL INC NEW,2023-12-29
18743,GOTU,GAOTU TECHEDU INC,2023-12-29
21253,OPA,MAGNUM OPUS ACQUISITION LTD,2023-12-29
21255,ROSS,ROSS ACQUISITION CORP II,2023-12-29
23232,MCAC,MONTEREY CAPITAL ACQ CORP,2023-12-29
15859,AGR,AVANGRID INC,2023-12-29
18747,PJUN,INNOVATOR E T F S TRUST,2023-12-29
18744,UJUN,INNOVATOR E T F S TRUST,2023-12-29
65285,HOV,HOVNANIAN ENTERPRISES INC,2023-12-29
16894,IMTE,INTEGRATED MEDIA TECHNOLOGY LTD,2023-12-29
12844,DBGR,D B X ETF TRUST,2023-12-29
86051,AXTI,A X T INC,2023-12-29
87033,HSBC,H S B C HOLDINGS PLC,2023-12-29
