PERMNO,TICKER,COMNAM,date
17303,IDIV,METAURUS EQUITY COMPONENT TRUST,2022-12-12
21033,DHBC,D H B CAPITAL CORP,2022-12-12
20872,SHAC,S C P & C O HEALTHCARE ACQ CO,2022-12-12
20886,VTIQ,VECTOIQ ACQUISITION CORP II,2022-12-12
20356,CND,CONCORD ACQUISITION CORP,2022-12-12
21094,SCLE,BROADSCALE ACQUISITION CORP,2022-12-12
22417,WBEV,WINC INC,2022-12-12
20874,SSAA,SCIENCE STRATEGIC ACQ CORP ALPHA,2022-12-13
21524,BSKY,BIG SKY GROWTH PARTNERS INC,2022-12-13
20769,BLTS,BRIGHT LIGHTS ACQUISITION CORP,2022-12-13
20688,EPWR,EMPOWERMENT & INCLUS CAP I CORP,2022-12-14
22959,STRY,STARRY GROUP HOLDINGS INC,2022-12-14
20838,LHAA,LERER HIPPEAU ACQUISITION CORP,2022-12-14
50702,PEI,PENNSYLVANIA REAL ESTATE INVT TR,2022-12-15
20906,AMPI,ADVANCED MERGER PARTNERS INC,2022-12-15
20756,PV,PRIMAVERA CAPITAL ACQ CORP,2022-12-15
20812,HLAH,HAMILTON LANE ALLIANCE HLDGS I,2022-12-15
21221,KAHC,K K R ACQ HOLDINGS I CORP,2022-12-15
21226,LGV,LONGVIEW ACQUISITION CORP II,2022-12-15
20549,PCPC,PERIPHAS CAPITAL PARTNERING CORP,2022-12-15
20824,JOFF,J O F F FINTECH ACQUISITION CORP,2022-12-15
21057,GSEV,GORES HOLDINGS VII INC,2022-12-16
18943,BSMM,INVESCO ET SELF INDEX FD TR,2022-12-16
21306,GTPB,GORES TECHNOLOGY PARTNERS II INC,2022-12-16
21305,GTPA,GORES TECHNOLOGY PARTNERS INC,2022-12-16
19273,IBTB,ISHARES TRUST,2022-12-16
18852,BTRS,B T R S HOLDINGS INC,2022-12-16
17299,FLRU,FRANKLIN TEMPLETON E T F TRUST,2022-12-16
20799,GHAC,GAMING & HOSPITALITY ACQ CORP,2022-12-16
89911,TRQ,TURQUOISE HILL RESOURCES LTD,2022-12-16
15255,IBDN,ISHARES TRUST,2022-12-16
20964,SPGS,SIMON PROPERTY GP ACQ HLDGS INC,2022-12-16
18704,IBHB,ISHARES TRUST,2022-12-16
20970,TSPQ,T C W SPECIAL PURPOSE ACQ CORP,2022-12-16
17775,BSJM,INVESCO ET SELF INDEX FD TR,2022-12-16
20321,SCPS,SCOPUS BIOPHARMA INC,2022-12-16
21193,AAQC,ACCELERATE ACQUISITION CORP,2022-12-16
18170,BSBE,INVESCO ET SELF INDEX FD TR,2022-12-16
17776,BSCM,INVESCO ET SELF INDEX FD TR,2022-12-16
21687,POND,ANGEL POND HOLDINGS CORP,2022-12-19
22339,SIER,SIERRA LAKE ACQUISITION CORP,2022-12-19
22590,PCX,PARSEC CAPITAL ACQUISITIONS CORP,2022-12-19
19288,WUGI,ESOTERICA THEMATIC TRUST,2022-12-19
21302,GLHA,GLASS HOUSES ACQUISITION CORP,2022-12-19
21299,GGMC,GLENFARNE MERGER CORP,2022-12-19
20826,KLAQ,K L ACQUISITION CORP,2022-12-19
20396,ATA,AMERICAS TECHNOLOGY ACQ CORP,2022-12-19
21951,PAFO,PACIFICO ACQUISITION CORP,2022-12-19
13107,CLVS,CLOVIS ONCOLOGY INC,2022-12-20
20856,OSTR,OYSTER ENTERPRISES ACQ CORP,2022-12-20
22421,FLYA,S O A R TECHNOLOGY ACQ CORP,2022-12-21
21113,VELO,VELOCITY ACQUISITION CORP,2022-12-21
22275,ARGU,ARGUS CAPITAL CORP,2022-12-21
21092,RXRA,RXR ACQUISITION CORP,2022-12-21
21031,COLI,COLICITY INC,2022-12-21
20777,COVA,C O V A ACQUISITION CORP,2022-12-21
20393,AGCB,ALTIMETER GROWTH CORP 2,2022-12-21
20686,EQHA,E Q HEALTH ACQUISITION CORP,2022-12-22
20603,IIII,I N S U ACQUISITION CORP III,2022-12-22
14874,OTIC,OTONOMY INC,2022-12-22
75107,ABMD,ABIOMED INC,2022-12-22
21059,HIII,HUDSON EXECUTIVE INV CORP III,2022-12-22
22642,DAOO,CRYPTO 1 ACQUISITION CORP,2022-12-22
85576,RNWK,REALNETWORKS INC,2022-12-22
20804,GNAC,GROUP NINE ACQUISITION CORP,2022-12-22
20808,HCIC,HENNESSY CAPITAL INV CORP V,2022-12-22
21877,SHQA,SHELTER ACQUISITION CORP I,2022-12-22
20809,HCII,HUDSON EXECUTIVE INV CORP II,2022-12-22
20624,SCOA,SCION TECH GROWTH I,2022-12-22
21088,PSAG,PROPERTY SOLUTIONS ACQ CORP II,2022-12-23
21267,AFAQ,A F ACQUISITION CORP,2022-12-23
20725,STNC,R B B FUND INC,2022-12-23
84185,EVK,EVER GLORY INTERNATIONAL GRP INC,2022-12-23
20433,HCAR,HEALTHCARE SERVICES ACQ CORP,2022-12-23
21839,DILA,D I L A CAPITAL ACQ CORP,2022-12-23
16979,CEY,VICTORY PORTFOLIOS II,2022-12-23
21719,GIW,GIGINTERNATIONAL1 INC,2022-12-27
91355,HIL,HILL INTERNATIONAL INC,2022-12-27
20847,MON,MONUMENT CIRCLE ACQUISITION CORP,2022-12-27
15009,FWP,FORWARD PHARMA A S,2022-12-27
22601,SHCA,SPINDLETOP HEALTH ACQ CORP,2022-12-28
20444,OMEG,OMEGA ALPHA S P A C,2022-12-28
21846,FTVI,FINTECH ACQUISITION CORP VI,2022-12-28
20974,HUGS,U S H G ACQUISITION CORP,2022-12-28
21099,SPTK,SPORTSTEK ACQUISITION CORP,2022-12-28
21715,GACQ,GLOBAL CONSUMER ACQ CORP,2022-12-28
20246,LFG,ARCHAEA ENERGY INC,2022-12-28
20565,AKIC,SPORTS VENTURES ACQUISITION CORP,2022-12-29
21634,MJXL,E T F MANAGERS TRUST,2022-12-29
81624,AATC,AUTOSCOPE TECHNOLOGIES CORP,2022-12-29
92448,RBCN,RUBICON TECHNOLOGY INC,2022-12-29
21561,ISAA,IRON SPARK I INC,2022-12-29
18515,MNRL,BRIGHAM MINERALS INC,2022-12-29
89548,DS,DRIVE SHACK INC,2022-12-30
86866,TUEM,TUESDAY MORNING CORP,2022-12-30
20767,ASAX,ASTREA ACQUISITION CORP,2022-12-30
20712,MDH,M D H ACQUISITION CORP,2022-12-30
14666,QTNT,QUOTIENT LTD,2022-12-30
21117,CORZ,CORE SCIENTIFIC INC,2022-12-30
21054,GIIX,GORES HOLDINGS VIII INC,2022-12-30
20924,FACA,FIGURE ACQUISITION CORP I,2022-12-30
20675,CLAS,CLASS ACCELERATION CORP,2022-12-30
21772,SPK,S P K ACQUISITION CORP,2022-12-30
16676,PCSB,PCSB FINANCIAL CORP,2023-01-03
93131,EMCF,EMCLAIRE FINANCIAL CORP,2023-01-03
20605,KAIR,KAIROS ACQUISITION CORP,2023-01-03
20839,LJAQ,LIGHTJUMP ACQUISITION CORP,2023-01-03
21233,OG,ONION GLOBAL LTD,2023-01-03
19016,OYST,OYSTER POINT PHARMA INC,2023-01-03
15407,SPNE,SEASPINE HOLDINGS CORP,2023-01-05
20340,POSH,POSHMARK INC,2023-01-05
21618,RIGZ,E A SERIES TRUST,2023-01-05
20815,PKBO,PEAK BIO INC,2023-01-09
21840,DRAY,MACONDRAY CAPITAL ACQ CORP I,2023-01-09
18296,PQIN,P G I M ETF TRUST,2023-01-10
91395,STAB,STATERA BIOPHARMA INC,2023-01-11
21731,IMGO,IMAGO BIOSCIENCES INC,2023-01-11
22413,USER,USERTESTING INC,2023-01-12
17296,EKAR,EXCHANGE TRADED CONCEPTS TR,2023-01-12
12665,RSXJ,VANECK E T F TRUST,2023-01-12
91934,RSX,VANECK E T F TRUST,2023-01-12
20148,IGAC,I G ACQUISITION CORP,2023-01-12
22524,ARCK,ARBOR RAPHA CAP BIOHLDGS CORP I,2023-01-13
20857,PACX,PIONEER MERGER CORP,2023-01-13
20860,POW,POWERED BRANDS,2023-01-13
20789,EPHY,EPIPHANY TECHNOLOGY ACQ CORP,2023-01-13
88266,SWIR,SIERRA WIRELESS INC,2023-01-13
81225,SMIT,SCHMITT INDUSTRIES INC ORE,2023-01-13
20792,FINM,MARLIN TECHNOLOGY CORP,2023-01-17
22727,IUSA,NORTHERN LIGHTS FUND TR II,2023-01-17
23284,FOMO,INVESTMENT MANAGERS SERIES TR II,2023-01-17
22611,VLNS,VALENS CO INC,2023-01-17
20746,FCAX,FORTRESS CAPITAL ACQ CORP,2023-01-17
92056,FNI,FIRST TRUST EXCHANGE TRADED FUND,2023-01-17
15327,PRTY,PARTY CITY HOLDCO INC,2023-01-17
20783,DLCA,DEEP LAKE CAPITAL ACQ CORP,2023-01-17
16112,VIVE,VIVEVE MEDICAL INC,2023-01-18
22165,BTCR,VOLT ETF TRUST,2023-01-18
19392,AYLA,AYALA PHARMACEUTICALS INC,2023-01-19
16911,AVCT,AMERICAN VIRTUAL CLOUD TECH INC,2023-01-19
20071,CIXX,C I FINANCIAL CORP,2023-01-19
93301,AVEO,A V E O PHARMACEUTICALS INC,2023-01-20
22254,VGFC,VERY GOOD FOOD CO INC,2023-01-20
18763,MMX,MAVERIX METALS INC,2023-01-20
23315,DSPC,INVESTMENT MANAGERS SERIES TR II,2023-01-23
18812,THCX,SPINNAKER E T F SERIES,2023-01-23
21826,RKLY,ROCKLEY PHOTONICS HOLDINGS LTD,2023-01-23
19213,HDIV,EXCHANGE LISTED FUNDS TRUST,2023-01-23
20763,AEAC,AUTHENTIC EQUITY ACQ CORP,2023-01-23
20881,TZPS,T Z P STRATEGIES ACQ CORP,2023-01-23
17900,TCDA,TRICIDA INC,2023-01-23
14149,BNFT,BENEFITFOCUS INC,2023-01-24
90346,TTM,TATA MOTORS LTD,2023-01-24
22061,APXH,TWO ROADS SHARED TRUST,2023-01-25
20822,JCIC,JACK CREEK INVESTMENT CORP,2023-01-25
22304,GIAC,GESHER I ACQUISITION CORP,2023-01-26
22606,THAC,THRIVE ACQUISITION CORP,2023-01-26
20849,NAAC,NORTH ATLANTIC ACQUISITION CORP,2023-01-27
20454,SVFA,S V F INVESTMENT CORP,2023-01-27
19754,EXN,EXCELLON RESOURCES INC,2023-01-30
20595,FOXW,FOXWAYNE ENTERPRISES ACQ CORP,2023-01-30
20683,DNZ,D & Z MEDIA ACQUISITION CORP,2023-01-30
22148,PRBM,PARABELLUM ACQUISITION CORP,2023-01-31
10530,VIVO,MERIDIAN BIOSCIENCE INC,2023-01-31
16850,MFGP,MICRO FOCUS INTERNATIONAL PLC,2023-01-31
22439,APN,APEIRON CAPITAL INVESTMENT CORP,2023-01-31
20899,KNBE,KNOWBE4 INC,2023-02-01
16580,HYLV,INDEXIQ E T F TRUST,2023-02-01
14995,CALA,CALITHERA BIOSCIENCES INC,2023-02-01
45728,IVC,INVACARE CORP,2023-02-01
16173,ASAP,WAITR HOLDINGS INC,2023-02-01
15247,QLS,INDEXIQ E T F TRUST,2023-02-01
92950,MCRO,INDEXIQ E T F TRUST,2023-02-01
19252,PFHD,PROFESSIONAL HOLDING CORP,2023-02-01
21706,CPAR,CATALYST PARTNERS ACQ CORP,2023-02-01
13607,QMN,INDEXIQ E T F TRUST,2023-02-01
15248,QED,INDEXIQ E T F TRUST,2023-02-01
26614,SJI,SOUTH JERSEY INDS INC,2023-02-01
84576,CEA,CHINA EASTERN AIRLINES CORP LTD,2023-02-02
22202,DTRT,DTRT HEALTH ACQUISITION CORP,2023-02-02
77259,AHPI,ALLIED HEALTHCARE PRODUCTS INC,2023-02-02
85235,ZNH,CHINA SOUTHERN AIRLINES CO LTD,2023-02-02
22599,SCMA,SEAPORT CALIBRE MAT ACQ CORP,2023-02-02
18755,KLCD,KRANESHARES TRUST,2023-02-02
18752,KSCD,KRANESHARES TRUST,2023-02-02
17886,HYRE,HYRECAR INC,2023-02-02
15052,STOR,STORE CAPITAL CORP,2023-02-03
19188,CNNB,CINCINNATI BANCORP INC,2023-02-03
20768,BIOT,BIOTECH ACQUISITION CO,2023-02-03
20713,MIT,MASON INDUSTRIAL TECHNOLOGY INC,2023-02-03
19837,MTCR,METACRINE INC,2023-02-08
15399,HZN,HORIZON GLOBAL CORP,2023-02-08
78054,QUMU,QUMU CORP,2023-02-09
20748,GSQD,G SQUARED ASCEND I INC,2023-02-09
20960,PICC,PIVOTAL INVESTMENT CORP III,2023-02-09
21095,SCOB,SCION TECH GROWTH II,2023-02-13
16983,FFBW,F F B W INC MD,2023-02-13
18162,VLDR,VELODYNE LIDAR INC,2023-02-13
17234,AVYA,AVAYA HOLDINGS CORP,2023-02-14
22173,WQGA,WORLD QUANTUM GROWTH ACQ CORP,2023-02-14
22460,UBCB,E T F OPPORTUNITIES TRUST,2023-02-14
92449,REED,REEDS INC,2023-02-15
87339,PTNR,PARTNER COMMUNICATIONS CO LTD,2023-02-15
20586,CTAQ,CARNEY TECHNOLOGY ACQ CORP II,2023-02-15
20821,ITQ,ITIQUIRA ACQUISITION CORP,2023-02-15
22500,ACDI,ASCENDANT DIGITAL ACQ CORP III,2023-02-16
22712,FNTC,DIREXION SHARES E T F TRUST,2023-02-21
21998,DOZR,DIREXION SHARES E T F TRUST,2023-02-21
21789,WEBR,WEBER INC,2023-02-21
21568,MCAE,MOUNTAIN CREST ACQ CORP III,2023-02-21
15445,CHAD,DIREXION SHARES E T F TRUST,2023-02-21
18531,USI,PRINCIPAL EXCHANGE TRADED FUNDS,2023-02-21
21078,MSAC,MEDICUS SCIENCES ACQ CORP,2023-02-21
22377,TYNE,DIREXION SHARES E T F TRUST,2023-02-21
18361,PAYA,PAYA HOLDINGS INC,2023-02-22
21082,NVSA,NEW VISTA ACQUISITION CORP,2023-02-22
23388,SDGS,TIDAL E T F TRUST,2023-02-22
21073,LGAC,LAZARD GROWTH ACQ CORP I,2023-02-22
90734,LHCG,L H C GROUP,2023-02-22
14262,SRNE,SORRENTO THERAPEUTICS INC,2023-02-22
19177,ONEM,1LIFE HEALTHCARE INC,2023-02-23
21050,FTAA,FTAC ATHENA ACQUISITION CORP,2023-02-24
22637,CINC,CINCOR PHARMA INC,2023-02-24
18078,SDGA,IMPACT SHARES TRUST I,2023-02-27
22201,DCRD,DECARBONIZATION PL ACQ CORP IV,2023-02-27
23013,CPAQ,COUNTER PRESS ACQUISITION CORP,2023-02-27
20982,ANAC,ARCTOS NORTHSTAR ACQ CORP,2023-02-27
76118,IRL,NEW IRELAND FUND INC,2023-02-28
16382,COUP,COUPA SOFTWARE INC,2023-02-28
20563,ABGI,A B G ACQUISITION CORP I,2023-02-28
15304,MFH,MERCURITY FINTECH HOLDING INC,2023-02-28
16659,ELVT,ELEVATE CREDIT INC,2023-02-28
22456,NFTZ,E T F SERIES SOLUTIONS,2023-02-28
12961,PME,PINGTAN MARINE ENTERPRISE LTD,2023-02-28
22677,RNER,MOUNT RAINIER ACQUISITION CORP,2023-03-01
22241,TPBA,T P B ACQUISITION CORP I,2023-03-01
86004,UMPQ,UMPQUA HOLDINGS CORP,2023-03-01
93128,COWN,COWEN INC,2023-03-01
12437,RFP,RESOLUTE FOREST PRODUCTS INC,2023-03-01
87061,CYRN,CYREN LTD,2023-03-02
20995,IBER,IBERE PHARMACEUTICALS,2023-03-02
16904,OPNT,OPIANT PHARMACEUTICALS INC,2023-03-02
21287,EBAC,EUROPEAN BIOTECH ACQ CORP,2023-03-03
20610,LHDX,LUCIRA HEALTH INC,2023-03-03
90973,OIIM,O2MICRO INTERNATIONAL LTD,2023-03-03
92032,ALBO,ALBIREO PHARMA INC,2023-03-03
22575,MLAI,MCLAREN TECHNOLOGY ACQ CORP,2023-03-06
20994,FTEV,FINTECH EVOLUTION ACQ GROUP,2023-03-06
17947,RUBY,RUBIUS THERAPEUTICS INC,2023-03-06
19805,HPX,H P X CORP,2023-03-06
91714,DGL,INVESCO DB MULTI SECT COM TR,2023-03-06
91458,DBV,INVESCO D B G10 CURR HARVEST FND,2023-03-06
91711,DBS,INVESCO DB MULTI SECT COM TR,2023-03-06
14451,CNCE,CONCERT PHARMACEUTICALS INC,2023-03-06
21152,CAJ,CANON INC,2023-03-06
22205,GET,GETNET ADQUIRENCIA E SERVICOS,2023-03-07
20950,LOKM,LIVE OAK MOBILITY ACQ CORP,2023-03-07
20398,FPAC,FAR PEAK ACQUISITION CORP,2023-03-08
16399,SRAX,S R A X INC,2023-03-08
21058,HERA,FTAC HERA ACQUISITION CORP,2023-03-08
22571,LION,LIONHEART III CORP,2023-03-08
21045,FRSG,FIRST RESERVE SUSTAIN GR CORP,2023-03-08
17904,TMDI,TITAN MEDICAL INC,2023-03-09
16069,FSTX,F STAR THERAPEUTICS INC,2023-03-09
21009,WPCB,WARBURG PINCUS CAP CORP I B,2023-03-10
21010,WPCA,WARBURG PINCUS CAP CORP I A,2023-03-10
20875,SVFB,S V F INVESTMENT CORP 2,2023-03-10
16451,MYOV,MYOVANT SCIENCES LTD,2023-03-10
93357,FCRD,FIRST EAGLE ALT CAP BDC INC,2023-03-10
20989,ESM,E S M ACQUISITION CORP,2023-03-10
17201,VVNT,VIVINT SMART HOME INC,2023-03-10
20988,CLAA,COLONNADE ACQUISITION CORP II,2023-03-13
11786,SIVB,S V B FINANCIAL GROUP,2023-03-13
92120,DEX,DELAWARE ENHANCED GLBL DIV & INC,2023-03-13
21014,ACQR,INDEPENDENCE HOLDINGS CORP,2023-03-13
21000,PDOT,PERIDOT ACQUISITION CORP II,2023-03-13
22658,HORI,EMERGING MARKETS HORIZON CORP,2023-03-13
13905,IVH,DELAWARE IVY HIGH INC OPP FUND,2023-03-13
79036,DDF,DELAWARE INVESTMENTS DIV & INCM,2023-03-13
90839,MGU,MACQUARIE GLOBAL INFR TOT RET FD,2023-03-13
21015,AGGR,AGILE GROWTH CORP,2023-03-13
21327,PTOC,PINE TECHNOLOGY ACQUISITION CORP,2023-03-13
90090,SBNY,SIGNATURE BANK NEW YORK N Y,2023-03-14
21337,TBSA,TB SA ACQUISITION CORP,2023-03-14
21316,LEGA,LEAD EDGE GROWTH OPP LTD,2023-03-15
21851,GWII,GOOD WORKS II ACQUISITION CORP,2023-03-16
21293,FRON,FRONTIER ACQUISITION CORP,2023-03-16
21295,FTPA,FTAC PARNASSUS ACQUISITION CORP,2023-03-16
88903,AMOV,AMERICA MOVIL S A B DE C V,2023-03-16
21766,SMIH,SUMMIT HEALTHCARE ACQ CORP,2023-03-17
21199,BGSX,BUILD ACQUISITION CORP,2023-03-17
21310,KSI,KADEM SUSTAINABLE IMPACT CORP,2023-03-17
21307,GXII,G X ACQUISITION CORP II,2023-03-20
22214,LYLT,LOYALTY VENTURES INC,2023-03-20
91262,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,2023-03-20
89252,ALR,ALERISLIFE INC,2023-03-20
22617,ZGEN,E A SERIES TRUST,2023-03-20
18736,IAA,I A A INC,2023-03-21
21115,VPCB,V P C IMPACT ACQ HLDGS II,2023-03-21
22211,ISO,ISOPLEXIS CORP,2023-03-21
21755,RAM,ARIES I ACQUISITION CORP,2023-03-22
15486,SIOX,SIO GENE THERAPIES INC,2023-03-22
16573,OBSV,OBSEVA SA,2023-03-22
18127,QTT,QUTOUTIAO INC,2023-03-22
20779,DGNU,DRAGONEER GROWTH OPP CORP III,2023-03-24
17790,EVOP,EVO PAYMENTS INC,2023-03-24
21315,LDHA,L D H GROWTH CORP I,2023-03-24
21318,LVRA,LEVERE HOLDINGS CORP,2023-03-24
21334,SPKB,SILVER SPIKE ACQ CORP II,2023-03-27
21256,STRE,SUPERNOVA PRTNRS ACQ CO III LTD,2023-03-27
21254,RKTA,ROCKET INTERNET GROWTH OPP CORP,2023-03-27
91658,AIMC,ALTRA INDUSTRIAL MOTION CORP,2023-03-27
13729,NID,NUVEEN INTER DURAT MUNI TERM FD,2023-03-27
21229,NGC,NORTHERN GENESIS ACQ CORP III,2023-03-27
21279,CRZN,CORAZON CAP V838 MONOCEROS CORP,2023-03-27
90853,ATCO,ATLAS CORP,2023-03-28
18314,PHCF,PUHUI WEALTH INVEST MGMT CO LTD,2023-03-28
22842,PSYK,E T F SERIES SOLUTIONS,2023-03-28
21340,TETC,TECH & ENERGY TRANSITION CORP,2023-03-29
20470,SGFY,SIGNIFY HEALTH INC,2023-03-29
19578,DCT,DUCK CREEK TECHNOLOGIES INC,2023-03-30
22318,JMAC,MAXPRO CAPITAL ACQUISITION CORP,2023-03-30
16856,ASPU,ASPEN GROUP INC,2023-03-30
21320,MSDA,MSD ACQUISITION CORP,2023-03-30
18002,IIGV,INVESCO ET SELF INDEX FD TR,2023-03-31
89562,ADRE,INVESCO BLDRS INDEX FDS TRUST,2023-03-31
15842,IDLB,INVESCO E T F TRUST II,2023-03-31
18169,BSCE,INVESCO ET SELF INDEX FD TR,2023-03-31
17725,EWSC,INVESCO E T F TRUST,2023-03-31
18168,BSDE,INVESCO ET SELF INDEX FD TR,2023-03-31
20128,VLTA,VOLTA INC,2023-03-31
17583,USEQ,INVESCO E T F TRUST II,2023-03-31
16770,SAFE,SAFEHOLD INC,2023-03-31
20631,BOXD,BOXED INC,2023-03-31
18119,ISEM,INVESCO ET SELF INDEX FD TR,2023-03-31
17586,IDHD,INVESCO E T F TRUST II,2023-03-31
20226,IVDG,INVESCO ACTIVELY MANAGED ETF TR,2023-03-31
15855,USLB,INVESCO E T F TRUST II,2023-03-31
22408,AQGX,STARBOARD INVESTMENT TRUST,2023-03-31
20227,IVLC,INVESCO ACTIVELY MANAGED ETF TR,2023-03-31
18123,IUSS,INVESCO ET SELF INDEX FD TR,2023-03-31
14023,IBDD,ISHARES TRUST,2023-03-31
14590,AGFS,AGROFRESH SOLUTIONS INC,2023-03-31
20224,IVSG,INVESCO ACTIVELY MANAGED ETF TR,2023-03-31
18118,ISDX,INVESCO ET SELF INDEX FD TR,2023-03-31
13852,IBCE,ISHARES TRUST,2023-03-31
22405,AHHX,STARBOARD INVESTMENT TRUST,2023-03-31
17916,CHRA,CHARAH SOLUTIONS INC,2023-04-03
21003,TWNI,TAILWIND INTERNATIONAL ACQ CORP,2023-04-03
14377,HOLD,ADVISORSHARES TRUST,2023-04-03
19132,DWEQ,ADVISORSHARES TRUST,2023-04-03
89976,AUY,YAMANA GOLD INC,2023-04-03
19954,CDAK,CODIAK BIOSCIENCES INC,2023-04-04
13648,APEN,APOLLO ENDOSURGERY INC,2023-04-04
86218,SJR,SHAW COMMUNICATIONS INC,2023-04-04
22370,DMYS,DMY TECHNOLOGY GROUP INC VI,2023-04-06
19586,GLS,GELESIS HOLDINGS INC,2023-04-10
22233,REVE,ALPINE ACQUISITION CORP,2023-04-11
14660,NVCN,NEOVASC INC,2023-04-11
20833,KVSC,KHOSLA VENTURES ACQ CO III,2023-04-11
22855,CSH,LISTED FUNDS TRUST,2023-04-12
21321,VORB,VIRGIN ORBIT HOLDINGS INC,2023-04-12
22864,REMG,SPDR INDEX SHARES FUNDS,2023-04-12
20100,RBND,SPDR SERIES TRUST,2023-04-12
22863,RDMX,SPDR INDEX SHARES FUNDS,2023-04-12
14538,PLXP,P L X PHARMA INC,2023-04-12
19543,AMYT,AMRYT PHARMA PLC,2023-04-12
22651,GEEX,GAMES & ESPORTS EXP ACQ CORP,2023-04-13
21704,BSGA,BLUE SAFARI GROUP ACQ CORP,2023-04-14
15425,DTEA,DAVIDSTEA INC,2023-04-14
23190,KAL,KALERA PUBLIC LTD CO,2023-04-14
21104,TCVA,T C V ACQUISITION CORP,2023-04-14
21006,YTPG,T P G PACE BENEFICIAL II CORP,2023-04-17
21383,AWYX,E T F MANAGERS TRUST,2023-04-17
93416,EXD,EATON VANCE TAX MAN BUY WR ST FD,2023-04-17
18728,CIH,CHINA INDEX HOLDINGS LTD,2023-04-17
89516,NKG,NUVEEN GA QUALITY MUNI INCOME FD,2023-04-17
77071,NUO,NUVEEN OH QUALITY MUNI INCOME FD,2023-04-17
20879,PEAR,PEAR THERAPEUTICS INC,2023-04-18
89369,LCI,LANNETT CO INC,2023-04-19
18357,ATCX,ATLAS TECHNICAL CONSULTANTS INC,2023-04-19
21084,PANA,PANACEA ACQUISITION CORP II,2023-04-19
19572,TIG,TREAN INSURANCE GROUP INC,2023-04-21
21585,TIOA,TIO TECH A,2023-04-24
22448,MSGR,DIREXION SHARES E T F TRUST,2023-04-24
22450,SWAR,DIREXION SHARES E T F TRUST,2023-04-24
22449,MNM,DIREXION SHARES E T F TRUST,2023-04-24
22983,TIPD,DIREXION SHARES E T F TRUST,2023-04-24
22984,TIPL,DIREXION SHARES E T F TRUST,2023-04-24
23138,BRKY,DIREXION SHARES E T F TRUST,2023-04-24
22711,ONG,DIREXION SHARES E T F TRUST,2023-04-24
22710,EVEN,DIREXION SHARES E T F TRUST,2023-04-24
21067,IPVI,INTERPRIVATE IV INFRATECH PT INC,2023-04-25
22893,DAM,VANECK E T F TRUST,2023-04-25
22288,BMAQ,BLOCKCHAIN MOON ACQ CORP,2023-04-25
22581,NHIC,NEWHOLD INVESTMENT CORP II,2023-04-26
82639,IMH,IMPAC MORTGAGE HOLDINGS INC,2023-04-26
20275,HZON,HORIZON ACQUISITION CORP II,2023-04-26
22564,IQMD,INTELLIGENT MEDICINE ACQ CORP,2023-04-27
16794,NESR,NATIONAL ENERGY SVCS REUNIT CORP,2023-04-27
17973,PRVB,PROVENTION BIO INC,2023-04-27
20291,EUCR,EUCRATES BIOMEDICAL ACQ CORP,2023-04-27
13453,CEMI,CHEMBIO DIAGNOSTICS INC,2023-04-28
91365,CSII,CARDIOVASCULAR SYSTEMS INC DEL,2023-04-28
12448,FRC,FIRST REPUBLIC BANK S F NEW,2023-04-28
21751,ORIA,ORION BIOTECH OPPORTUNITIES CORP,2023-04-28
21765,SKYA,SKYDECK ACQUISITION CORP,2023-04-28
20317,QQD,SIMPLIFY EXCHANGE TRADED FUNDS,2023-05-01
20316,QQC,SIMPLIFY EXCHANGE TRADED FUNDS,2023-05-01
91472,LMST,LIMESTONE BANCORP INC,2023-05-01
22292,CIIG,C I I G CAPITAL PARTNERS II INC,2023-05-01
22741,RTYD,SIMPLIFY EXCHANGE TRADED FUNDS,2023-05-01
20251,VCLO,SIMPLIFY EXCHANGE TRADED FUNDS,2023-05-01
22511,TRAQ,TRINE II ACQUISITION CORP,2023-05-02
23412,IBIT,E T F SERIES SOLUTIONS,2023-05-02
17888,IMV,I M V INC,2023-05-02
77659,BBBY,BED BATH & BEYOND INC,2023-05-02
19605,OSH,OAK STREET HEALTH INC,2023-05-02
22519,ADAL,ANTHEMIS DIGITAL ACQ I CORP,2023-05-03
16939,MAXR,MAXAR TECHNOLOGIES INC,2023-05-03
21590,VLAT,VALOR LATITUDE ACQUISITION CORP,2023-05-04
13576,BSMX,BANCO SANTANDER MEXICO S A,2023-05-04
16570,JNCE,JOUNCE THERAPEUTICS INC,2023-05-04
21521,BRIV,B RILEY PRINCIPAL 250 MERGER,2023-05-05
22945,TGR,KIMBELL TIGER ACQ CORP,2023-05-09
21043,EVOJ,EVO ACQUISITION CORP,2023-05-09
20859,PGRW,PROGRESS ACQUISITION CORP,2023-05-10
22560,GVCI,GREEN VIS FIN TECH ACQ CORP I,2023-05-10
22604,SVNA,7 ACQUISITION CORP,2023-05-10
19058,SI,SILVERGATE CAPITAL CORP,2023-05-10
19660,SUMO,SUMO LOGIC INC,2023-05-12
14094,VYNT,VYANT BIO INC,2023-05-12
16875,VNTR,VENATOR MATERIALS PLC,2023-05-12
22188,BNNR,BANNER ACQUISITION CORP,2023-05-15
22572,LVAC,LAVA MEDTECH ACQUISITION CORP,2023-05-15
20201,KNGS,E A SERIES TRUST,2023-05-15
91727,TA,TRAVELCENTERS AMERICA INC,2023-05-15
86560,AUD,AUDACY INC,2023-05-16
22690,VMGA,V M G CONSUMER ACQ CORP,2023-05-16
